Ward,LocationCode,LocationName,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O'Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
15,15-016,Unitarian House - Adv 2,0,94,0,0,26,0,0,3,0,0,0,0,0,2,11,0,0,0,1,0,51,0
15,15-017,Island Park Towers (195 Clearview) - Adv 2,0,128,2,0,15,0,1,9,0,0,0,0,0,0,15,0,0,0,2,2,82,0
15,15-018,Island Park Towers (200 Clearview) - Adv 2,0,111,0,1,14,0,2,5,0,0,0,0,0,3,34,0,0,0,1,0,51,0
15,15-019,Golden Manor Apartments - Adv 2,0,103,3,3,6,1,2,10,1,0,0,0,2,2,13,0,0,2,2,1,55,0
15,15-020,Plaza Towers - Adv 2,0,56,0,0,9,0,0,3,0,2,1,0,0,1,11,0,0,0,0,0,29,0
15,15-021,The Barclay Apartments - Adv 2,0,90,0,0,8,0,0,7,0,0,0,0,0,2,43,0,0,0,0,0,30,0
15,15-022,Hampton Court - Adv 2,0,139,2,0,6,1,0,14,0,1,0,0,1,3,34,0,0,0,2,1,73,1
15,15-023,St. Vladimir Russian Residence - Adv 2,0,16,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0
15,15-024,Wellington Manor - Adv 2,0,95,1,1,12,0,0,10,0,1,0,0,1,1,16,0,0,0,1,1,50,0
15,15-025,Burnside Terrace - Adv 2,0,45,0,0,6,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,19,0
15,15-026,Duke of Devonshire Residence - Adv 2,0,34,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,22,0
15,15-027,Notre Dame High School - Adv 1,0,442,0,0,45,0,0,47,2,0,0,0,1,2,73,0,0,0,0,3,265,4
15,15-028,Tom Brown Arena - Adv 2,0,887,3,0,147,0,0,67,0,2,0,0,0,16,186,0,1,0,2,4,459,0
16,16-001,St. Elizabeth Catholic School,2327,708,0,1,131,0,3,47,1,0,0,0,1,17,159,3,0,1,0,3,341,0
16,16-002,Carlington Recreation Centre,3101,939,3,10,134,4,4,39,1,0,0,0,2,17,154,1,4,2,3,7,547,7
16,16-003,Parklane Residence,80,35,0,0,2,1,1,1,0,1,2,0,0,2,9,1,0,1,2,1,10,1
16,16-004,Alexander Community Centre,3726,1337,9,14,281,1,1,94,1,1,0,0,0,21,229,3,3,0,2,10,664,3
16,16-005,St. Pius X High School,3416,941,5,5,189,1,1,56,2,2,1,1,0,19,194,0,1,0,7,7,449,1
16,16-006,Carleton Heights Community Centre,2119,932,6,3,109,1,1,58,0,1,1,0,1,11,229,2,0,0,4,3,499,3
16,16-007,St. Patrick's Home,170,54,0,0,5,0,0,6,1,0,0,0,0,0,8,0,0,0,4,0,29,1
16,16-008,Holy Cross Church,2920,1243,5,3,205,0,1,59,0,0,0,0,0,34,281,0,0,0,6,7,641,1
16,16-009,Ecole catholique George-Etienne-Cartier,2489,1091,4,0,206,1,2,64,0,1,0,0,1,29,255,3,1,0,4,7,512,1
16,16-010,Marius-Barbeau Catholic School,1246,416,3,3,48,2,1,26,1,1,1,1,1,8,113,1,1,0,1,3,200,1
16,16-011,Tudor Hall,3298,1278,5,5,162,1,3,74,2,1,1,1,1,42,316,2,0,0,4,3,653,2
16,16-012,Hunt Club/Riverside Community Centre,2697,844,3,7,115,0,3,43,0,2,0,1,1,21,163,0,0,0,5,5,474,1
16,16-013,Landmark Court,59,46,0,0,5,0,0,6,0,0,0,0,0,1,12,0,0,1,0,0,21,0
16,16-014,Bayview Public School,2817,1104,5,3,135,1,2,55,0,1,0,0,0,37,277,2,2,1,2,5,576,0
16,16-015,Park Place Retirement Residence,184,108,0,0,19,0,0,9,0,0,0,0,0,1,25,0,0,0,0,0,53,1
16,16-016,Windsor Park Manor Retirement Living,50,42,1,0,7,0,0,3,1,1,0,0,0,0,17,0,0,0,1,0,11,0
16,16-017,Andy Andras Housing Co-op - Adv 2,0,26,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,17,0
16,16-018,Lepage Manor - Adv 2,0,64,0,0,1,0,2,5,0,1,0,0,1,2,8,0,0,0,0,3,41,0
16,16-019,Chateau Royale (1380 Prince of Wales)-Adv2,0,99,0,0,8,0,0,11,0,0,0,0,0,3,32,0,0,0,0,1,44,0
16,16-020,Chateau Royale (900 Dynes) - Adv 2,0,98,0,0,16,1,0,9,0,0,0,0,0,2,25,0,0,1,1,0,42,1
16,16-021,Denbury Condominiums - Adv 2,0,123,1,0,10,0,0,13,0,0,0,0,0,3,27,0,0,0,0,0,68,1
16,16-022,Tannenhof Co-op - Adv 2,0,55,0,0,1,0,0,3,0,0,0,0,0,1,24,0,0,0,0,1,25,0
16,16-023,Alexander Community Centre - Adv 1,0,349,0,1,42,0,1,49,1,0,0,0,0,10,58,1,1,0,2,2,181,0
16,16-024,Hunt Club/Riverside C.C. - Adv 2,0,898,2,2,84,2,5,65,0,0,0,0,0,31,256,1,0,1,5,1,441,2
17,17-001,Lycee Claudel,2221,611,4,3,137,0,5,25,0,0,0,0,0,8,122,2,0,1,1,4,298,1
17,17-002,Saint Paul University,1801,917,6,2,329,0,1,31,0,0,1,0,0,14,111,0,0,0,0,0,421,1
17,17-003,Lady Evelyn Public School,2858,888,5,4,279,1,0,22,0,1,0,1,0,13,114,1,0,0,4,6,437,0
17,17-004,The Palisades Retirement Residence,83,90,0,0,34,0,0,2,0,0,0,0,0,0,15,0,0,0,1,1,37,0
17,17-005,St. Giles Presbyterian Church,2896,1500,4,3,596,2,1,22,0,0,2,0,0,9,131,0,0,1,2,7,718,2
17,17-006,Glebe Centre Residence,354,55,1,1,8,1,2,4,1,0,0,0,0,0,12,0,0,0,0,0,25,0
17,17-007,Glebe Community Centre,3607,1664,4,1,589,1,0,26,0,0,1,0,0,11,161,2,0,1,3,6,858,0
17,17-008,Corpus Christi School,3012,1496,2,0,630,4,0,23,0,0,0,0,1,13,96,0,0,0,1,10,716,0
17,17-009,Colonel By Retirement Residence,95,54,0,0,18,2,1,2,0,0,0,0,0,0,5,0,0,0,0,0,26,0
17,17-010,Southminster United Church,2919,1515,1,1,615,2,2,34,0,0,1,2,0,14,110,0,2,0,4,1,725,1
17,17-011,St. Margaret Mary Church,2421,1259,2,0,501,0,2,13,0,0,1,0,1,8,104,1,0,0,3,2,620,1
17,17-012,Billingswood Manor,46,41,0,0,6,0,1,2,0,2,0,0,0,1,10,0,0,0,0,0,19,0
17,17-013,Ecole elementaire catholique Lamoureux,2845,930,6,3,229,0,3,44,1,1,0,0,0,21,151,1,2,3,5,7,451,2
17,17-014,Billings Lodge,71,45,0,1,3,0,1,2,0,0,0,0,0,0,5,0,0,1,1,0,31,0
17,17-015,Carleton University,0,377,1,1,137,4,0,7,2,2,1,2,0,3,13,3,0,0,1,3,197,0
17,17-016,Riviera Condominiums - Adv 1,0,263,0,0,19,0,4,18,0,0,0,0,0,3,84,0,0,0,0,0,134,1
17,17-017,Riverwood Apartments - Adv 1,0,20,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,12,0
17,17-018,Rideau Park Towers - Adv 1,0,35,0,0,4,0,0,6,0,0,0,0,0,0,14,0,0,0,1,1,9,0
17,17-019,Frobisher Place Condominiums - Adv 1,0,66,0,0,10,0,1,10,0,0,0,0,2,1,19,0,0,0,0,0,23,0
17,17-020,Faircrest Apartments - Adv 1,0,59,2,0,11,0,0,3,0,0,0,0,1,2,7,0,0,1,1,0,30,1
17,17-021,Driveway Place Apartments - Adv 1,0,60,0,0,8,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,45,0
17,17-022,King's Daughters and Sons Aprts. - Adv 1,0,34,0,0,2,0,0,8,0,0,0,0,0,2,7,0,0,0,0,0,13,2
17,17-023,Clementine Towers - Adv 1,0,130,0,0,23,1,6,11,0,0,0,0,0,4,22,1,1,0,1,0,59,1
17,17-024,Rockingham Apartments - Adv 1,0,16,0,0,2,0,0,4,1,0,0,0,0,0,4,0,0,0,0,0,5,0
17,17-025,Lord Lansdowne Residence - Adv 1,0,58,0,0,9,0,1,6,0,1,0,0,0,0,5,0,0,0,0,0,35,1
17,17-026,Brewer Pool - Adv 1,0,369,1,0,65,0,1,19,2,0,0,0,0,2,42,0,0,0,3,2,232,0
17,17-027,St. Paul University - Adv 2,0,666,1,0,162,0,2,22,1,0,0,0,0,10,94,0,1,1,3,2,367,0
18,18-001,Ottawa Montessori School,1489,583,3,2,133,0,3,27,0,0,0,0,0,8,113,0,1,0,2,3,285,3
18,18-002,Riverview Public School,1787,586,2,2,112,1,3,29,0,3,0,0,0,11,93,0,1,0,1,8,319,1
18,18-003,Perley Rideau Health Centre,443,105,2,0,7,0,5,7,0,2,1,1,1,4,32,2,2,0,0,1,38,0
18,18-004,Ottawa General Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18-005,CHEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18-006,Ecole secondaire Franco-Cite,1789,580,3,14,103,1,2,31,0,0,1,0,0,14,127,0,2,0,2,4,274,2
18,18-007,Pleasant Park Public School,3023,1275,2,1,287,2,3,54,1,1,0,0,0,29,265,0,0,0,6,5,619,0
18,18-008,Rideau Park United Church,2768,1274,4,4,304,1,7,54,0,0,0,0,0,18,257,1,0,0,3,5,614,2
18,18-009,Jim Durrell Complex,2854,1101,4,4,197,3,1,54,1,0,0,0,1,21,185,2,1,0,3,6,618,0
18,18-010,St. Patrick's Intermediate School,2977,1102,3,2,187,0,1,48,0,2,1,0,0,19,252,2,0,0,5,3,576,1
18,18-011,Heron Road Community Centre,1868,367,1,35,36,1,3,10,1,2,0,1,2,7,40,2,1,1,4,5,213,2
18,18-012,Ecole elementaire publique Marie-Curie,2455,990,3,0,182,1,4,47,1,0,1,0,0,30,217,0,1,1,2,3,496,1
18,18-013,Canterbury Recreation Complex,3508,1270,5,1,216,0,4,79,0,0,0,0,2,30,270,0,0,1,8,3,647,4
18,18-014,St. Luke Elementary School,2151,615,3,10,84,0,4,45,0,1,0,0,2,9,120,1,0,0,0,2,333,1
18,18-015,Hawthorne United Church,2005,477,6,0,49,0,6,26,0,0,0,0,0,14,99,0,0,1,3,3,270,0
18,18-016,Oakpark Retirement Community - Adv 1,0,57,1,0,1,0,1,12,0,0,0,0,0,0,14,0,0,0,0,0,28,0
18,18-017,Russell Manor - Adv 1,0,63,0,5,8,0,1,4,1,0,0,0,0,0,11,0,2,2,0,0,27,2
18,18-018,Alta Vista Manor - Adv 1,0,35,0,0,3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,27,0
18,18-019,Playfair Towers - Adv 1,0,35,0,0,1,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,13,0
18,18-020,Vista On The Park - Adv 1,0,119,0,1,10,1,4,11,0,0,0,0,0,2,29,0,0,0,0,0,61,0
18,18-021,Playfair Residences - Adv 1,0,85,0,0,7,0,1,10,0,0,0,0,0,3,16,0,0,0,2,0,46,0
18,18-022,Riverbank Apartments - Adv 1,0,33,0,0,4,0,0,4,0,0,0,0,0,1,11,0,0,0,1,0,12,0
18,18-023,Waterford Apartments - Adv 1,0,40,1,0,4,0,0,2,0,0,0,0,0,1,7,0,0,0,1,0,24,0
18,18-024,Ellwood House - Adv 1,0,17,0,0,4,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,6,0
18,18-025,The Renaissance - Adv 1,0,72,0,0,9,0,0,11,1,0,0,0,0,2,19,2,0,0,0,0,28,0
18,18-026,Pleasant Park Place (2035 Othello) - Adv 1,0,50,1,2,0,0,2,4,0,0,0,0,0,0,13,0,0,0,0,0,28,0
18,18-027,Pleasant Park Place (2025 Othello) - Adv 1,0,32,0,1,1,0,1,5,0,0,0,0,0,0,10,0,0,0,0,0,14,0
18,18-028,Canterbury Square (830 Canterbury) - Adv 1,0,61,0,0,5,0,2,7,0,0,0,0,0,1,6,0,0,0,0,0,40,0
18,18-029,Canterbury Square (850 Canterbury) - Adv 1,0,34,0,0,2,0,1,8,0,0,0,0,0,0,5,0,1,0,0,0,17,0
18,18-030,Lord Halifax Aprts. (2220 Halifax) - Adv 1,0,100,2,1,1,0,1,16,0,0,0,0,0,0,25,0,1,0,2,2,48,1
18,18-031,Lord Halifax Aprts. (2240 Halifax) - Adv 1,0,87,1,0,5,0,3,13,0,0,0,0,0,1,26,0,0,1,0,2,35,0
18,18-032,Russell Gardens (2100 Russell) - Adv 1,0,33,1,1,1,0,1,3,0,1,0,0,0,0,7,1,0,0,0,0,16,1
18,18-033,Russell Gardens (2080 Russell) - Adv 1,0,23,1,1,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,11,0
18,18-034,Daly Co-op Inc. - Adv 1,0,34,2,0,0,0,1,3,0,0,0,0,0,2,5,0,1,0,3,0,17,0
18,18-035,The Dorchester Apartments - Adv 1,0,37,2,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,1,0,21,0
18,18-036,The Eaton - Adv 1,0,45,0,0,4,0,1,14,0,0,0,0,0,0,7,0,0,1,0,1,17,0
18,18-037,Canterbury Recreation Complex - Adv 1,0,672,4,1,61,1,6,95,0,1,0,0,0,13,113,0,1,0,1,0,374,1
18,18-038,Jim Durrell Complex - Adv 2,0,871,1,1,82,0,2,53,2,1,1,0,0,24,244,0,0,0,2,4,454,0
19,19-001,Dunning Foubert Elementary School,3503,1371,3,2,191,0,10,59,0,0,1,0,2,27,336,1,1,0,4,1,733,0
19,19-002,Ecole elementaire publique Jeanne-Sauve,2840,1212,2,4,133,2,7,35,0,1,0,1,1,24,282,0,5,0,9,3,703,0
19,19-003,Ecole elementaire catholique Arc-En-Ciel,1916,760,4,1,94,0,8,37,0,0,0,0,1,30,163,0,2,0,3,0,416,1
19,19-004,South Fallingbrook Community Centre,1952,688,3,3,63,0,4,23,0,1,1,0,0,7,178,0,1,0,4,2,397,1
19,19-005,St. Theresa Elementary School,2327,764,1,0,70,0,9,27,0,0,0,1,0,10,156,1,3,2,1,2,481,0
19,19-006,Ecole secondaire Beatrice-Desloges,2275,880,3,2,78,1,12,32,0,2,0,2,1,18,180,0,0,1,5,6,536,1
19,19-007,Avalon Public School,3459,1133,6,12,127,2,16,38,1,0,2,0,2,22,212,2,4,0,3,8,672,4
19,19-008,R.J. Kennedy Community Centre,3574,1449,7,2,186,1,12,70,1,1,0,0,1,35,465,1,2,1,7,5,652,0
19,19-009,Cumberland Lodge,64,21,1,0,2,1,2,0,0,1,1,0,1,0,4,0,0,1,0,0,7,0
19,19-010,Sarsfield Community Centre,857,317,0,0,39,0,6,13,0,0,0,0,1,10,91,1,0,1,0,4,151,0
19,19-011,Carlsbad Springs Community Centre,1305,456,0,0,45,0,12,43,0,1,0,0,0,19,148,0,1,0,2,0,185,0
19,19-012,Heritage Public School,2305,976,2,3,89,2,8,50,3,1,0,0,0,16,341,0,1,0,4,3,453,0
19,19-013,Ecole elementaire Saint-Guillaume,2274,788,0,1,89,0,14,70,0,0,0,0,0,41,227,0,2,1,7,2,333,1
19,19-014,Sarsfield Colonial Home - Adv 1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0
19,19-015,Champagne Residence - Adv 1,0,12,1,0,1,0,2,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0
19,19-016,Residence Ste-Marie - Adv 1,0,13,1,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,1,0,3
19,19-017,Pine Rest Residential Home - Adv 1,0,14,1,1,2,2,0,0,0,0,0,1,0,1,5,0,0,0,1,0,0,0
19,19-018,South Fallingbrook C.C. - Adv 1,0,336,2,1,16,0,5,44,0,0,0,0,1,12,80,0,2,0,0,1,172,0
19,19-019,Sarsfield Community Centre - Adv 1,0,56,1,0,0,0,1,9,0,0,0,0,0,3,16,0,0,0,0,0,26,0
19,19-020,Bearbrook Community Centre - Adv 1,0,67,0,0,5,0,1,15,0,0,0,0,0,0,25,0,0,0,1,0,20,0
19,19-021,South Fallingbrook C.C. - Adv 2,0,592,1,0,31,1,2,50,2,0,0,0,0,17,187,0,1,0,1,2,296,1
19,19-022,R.J. Kennedy Community Centre - Adv 2,0,209,0,0,14,0,1,14,0,0,0,0,0,0,71,0,0,0,0,0,109,0
19,19-023,Carlsbad Springs Community Centre - Adv 2,0,64,0,0,7,0,3,3,0,0,0,0,0,2,22,0,0,0,0,0,27,0
2,02-001,Glen Ogilvie Public School,2054,963,6,1,139,0,3,48,0,1,1,0,0,13,286,0,0,3,1,3,457,1
2,02-002,Ecole secondaire Louis-Riel,1760,788,3,1,98,1,1,33,2,0,1,0,0,10,212,2,0,0,4,2,416,2
2,02-003,Madonna Long Term Care Residence,158,26,0,0,4,0,0,4,0,0,0,0,0,0,8,1,0,0,0,0,9,0
2,02-004,St. Joseph Manor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,02-005,Amica at Bearbrook,143,51,0,0,5,0,1,3,0,0,0,0,0,1,11,0,0,0,0,0,30,0
2,02-006,Chapel Hill Catholic School ,2933,1203,0,0,162,1,6,43,1,0,0,0,2,16,297,0,4,0,4,0,666,1
2,02-007,Forest Valley Elementary School ,2239,744,1,0,72,1,2,24,1,0,1,0,0,6,184,0,0,0,1,2,449,0
2,02-008,Ecole catholique L'Etoile-de-l'Est,3058,1007,1,0,104,0,11,46,0,1,0,1,1,20,217,1,3,1,0,3,597,0
2,02-009,Ecole catholique Saint-Joseph d'Orleans ,2460,906,2,0,128,0,10,39,0,0,0,0,0,18,161,0,5,0,1,4,538,0
2,02-010,Henry Larsen Elementary School ,3339,1371,3,1,179,0,12,73,1,1,0,0,0,24,303,3,0,2,4,1,763,1
2,02-011,Blessed Kateri Tekakwitha School ,3530,1289,2,1,183,1,13,70,1,0,0,0,1,27,273,0,1,3,10,5,698,0
2,02-012,Belcourt Manor,111,84,0,0,9,1,6,0,0,0,1,0,0,0,12,0,0,0,0,2,53,0
2,02-013,Blackburn Community Centre,2442,804,5,2,92,0,5,47,0,3,1,2,0,29,219,0,5,1,6,7,378,2
2,02-014,Blackburn Lodge Seniors Residence,47,27,0,0,2,0,0,2,1,0,0,0,0,0,8,0,0,0,0,0,14,0
2,02-015,Ecole elementaire publique Le Prelude,3192,1344,13,5,149,2,10,56,1,0,2,2,0,34,288,1,3,0,6,2,768,2
2,02-016,Notre-Dame-des-Champs Community Hall,1331,422,0,0,49,2,6,30,0,0,0,0,0,7,98,0,2,1,1,0,226,0
2,02-017,Blessed Kateri Tekakwitha School - Adv 1,0,496,3,0,29,0,11,55,0,1,0,0,1,3,112,1,2,0,0,1,277,0
2,02-018,Blackburn Community Centre - Adv 2,0,844,2,0,62,2,8,65,2,0,0,0,0,21,263,0,1,0,6,3,407,2
20,20-001,St. Mark Catholic High School,3831,1355,5,0,156,0,3,83,1,2,0,1,1,90,481,0,0,0,6,2,523,1
20,20-002,St. Mary Catholic School,1168,411,0,0,42,0,2,44,1,1,0,0,0,24,160,0,0,0,1,2,132,2
20,20-003,Greely Community Centre,3950,1546,6,0,140,1,5,124,0,0,0,0,0,73,608,3,3,0,8,7,568,0
20,20-004,Community Christian School,3049,1153,1,0,122,1,2,87,1,3,1,3,2,51,468,0,2,0,8,9,391,1
20,20-005,Kenmore Community Hall,1160,467,1,0,48,1,3,61,1,0,0,0,0,31,173,0,0,0,3,1,143,1
20,20-006,Vernon Recreation Centre,1079,482,0,0,37,1,2,52,0,0,0,0,0,22,218,0,1,1,6,2,139,1
20,20-007,Osgoode Public School,3632,1450,1,0,162,1,0,139,0,2,0,0,1,109,511,2,1,0,5,4,510,2
20,20-008,Orchard View Living Centre,138,78,0,1,4,1,1,8,0,1,0,0,0,1,27,0,0,0,1,0,33,0
20,20-009,Osgoode Township Care Centre,88,29,0,1,0,0,2,1,1,1,0,0,1,3,11,1,0,0,0,0,6,1
20,20-010,Stanley Apartments - Adv 1,0,31,0,0,1,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,16,0
20,20-011,Dr. Robert A. Dowd Place - Adv 1,0,18,1,0,2,0,0,5,0,0,0,0,0,3,4,0,0,0,0,0,2,1
20,20-012,Greely Community Centre - Adv 1,0,304,0,0,19,0,0,66,0,1,0,0,0,2,115,0,1,0,3,0,97,0
20,20-013,Osgoode Public School - Adv 1,0,115,0,0,8,0,1,24,0,0,0,0,0,7,38,0,0,0,2,0,35,0
20,20-014,Greely Community Centre - Adv 2,0,365,0,0,14,2,0,33,0,0,0,0,1,16,132,0,1,0,5,0,161,0
20,20-015,Osgoode Township High School - Adv 2,0,233,0,0,14,0,1,34,0,0,0,0,0,9,86,0,0,0,0,0,88,1
21,21-001,St. Leonard Catholic School,2064,938,0,0,140,0,0,68,0,2,0,0,0,66,274,1,0,1,2,3,380,1
21,21-002,Manotick Arena,2481,1028,0,0,129,0,1,70,0,0,0,0,0,77,333,1,1,1,4,3,407,1
21,21-003,Carleton Golf Yacht Club,867,424,0,0,42,0,0,36,0,0,0,0,0,31,158,0,0,0,1,1,155,0
21,21-004,Kars Community Recreation Centre,1029,457,0,0,44,0,1,43,0,0,0,0,0,97,132,0,0,0,1,0,139,0
21,21-005,Alfred Taylor Recreation Facility,3127,1411,2,2,128,0,1,161,0,0,0,1,0,93,553,1,2,0,3,3,459,2
21,21-006,Marlborough Community Centre,995,442,0,0,38,1,4,48,0,0,0,1,0,17,173,0,0,0,0,0,160,0
21,21-007,Christ Church Anglican,337,131,0,0,6,0,0,9,0,0,0,0,0,4,64,0,0,0,1,1,46,0
21,21-008,Cavanagh Community Centre,852,363,0,0,28,1,0,30,0,1,0,0,0,17,164,0,0,0,0,0,121,1
21,21-009,Munster Community Centre,2117,818,2,1,71,5,1,113,1,0,0,0,0,44,309,1,2,0,6,3,259,0
21,21-010,Richmond Arena,3974,1709,2,0,148,4,5,155,0,3,1,2,1,87,642,0,3,1,8,2,643,2
21,21-011,Goulbourn Middle School,856,351,0,0,36,0,0,25,0,0,0,0,0,23,143,0,1,0,0,1,122,0
21,21-012,St. Patrick's Church,699,275,0,0,25,0,0,33,0,0,0,0,0,16,116,2,0,0,2,1,80,0
21,21-013,Richmond Lodge - Adv 2,0,20,0,0,1,0,1,5,0,1,0,0,0,0,7,0,0,0,0,0,4,1
21,21-014,Manotick Arena - Adv 1,0,225,0,0,15,0,0,47,0,0,0,0,0,11,70,0,0,0,0,0,82,0
21,21-015,Marlborough Community Centre - Adv 1,0,117,0,0,3,0,1,26,0,0,0,0,1,5,46,0,0,0,1,0,34,0
21,21-016,Munster Community Centre - Adv 1,0,123,0,1,5,0,0,34,0,0,0,0,0,9,33,0,1,0,2,0,38,0
21,21-017,Kars Community Recreation Centre - Adv 2,0,188,0,0,11,0,0,22,0,0,0,0,0,18,72,0,0,0,1,0,64,0
21,21-018,North Gower Client Service Centre - Adv 2,0,197,0,0,11,0,0,26,0,0,0,0,0,14,84,0,0,0,2,0,60,0
21,21-019,Richmond Arena - Adv 2,0,389,1,0,17,0,0,59,0,0,0,0,0,20,183,0,0,0,2,1,106,0
22,22-001,Ecole secondaire catholique Pierre-Savard,2500,897,1,5,103,0,0,65,2,0,0,0,0,33,258,0,3,0,1,2,424,0
22,22-002,The Court at Barrhaven Residence,123,66,0,0,11,0,1,6,1,0,0,1,0,1,16,0,0,1,0,2,25,1
22,22-003,St. Emily Catholic School,2148,724,5,7,86,2,2,35,2,2,2,2,0,8,173,1,1,1,1,2,390,2
22,22-004,Carleton Lodge,148,41,0,0,3,0,0,5,0,0,1,0,0,0,22,0,0,0,0,0,10,0
22,22-005,Farley Mowat Public School,3143,867,5,2,113,0,3,63,1,0,1,0,2,18,203,0,2,0,3,3,447,1
22,22-006,Prince of Wales Manor,88,36,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,1,2,21,0
22,22-007,Adrienne Clarkson Elementary School,3321,1237,4,7,126,2,1,115,1,0,0,1,0,50,285,4,1,0,5,3,629,3
22,22-008,St. Andrew Catholic School,3154,1170,4,5,108,3,1,99,0,1,1,0,0,25,297,3,0,2,5,3,609,4
22,22-009,St. Jerome Catholic School,2937,1161,3,1,133,1,4,71,0,0,0,0,2,31,338,1,0,0,4,6,566,0
