Ward,LocationCode,LocationName,Reg. Voters,Total Votes,Cesar Bello,Idris Ben-Tahir,Clive Doucet,Joseph Furtenbacher,Robert G. Gauthier,Andrew Haydon,Robert Larter,Robin Lawrance,Vincent Libweshya,Fraser Liscumb,Daniel J. Lyrette,Mike Maguire,Larry O'Brien,Julio Pita,Sean Ryan,Michael St. Arnaud,Jane Scharf,Charlie Taylor,Jim Watson,Samuel Wright
22,22-010,St. Francis Xavier High School,3017,1150,5,2,137,1,1,69,1,0,0,0,1,26,231,2,2,0,5,6,661,0
22,22-011,Fred G. Barrett Arena,2036,731,3,4,92,0,4,39,0,1,0,0,0,17,203,0,3,0,4,1,360,0
22,22-012,Southpointe Community Centre - Adv 1,0,269,4,0,4,0,1,50,1,0,0,0,0,3,71,0,0,0,2,3,130,0
22,22-013,Rideauview Community Centre - Adv 1,0,191,0,0,12,0,0,20,0,0,0,1,2,6,56,0,0,0,0,0,94,0
22,22-014,Fred G. Barrett Arena - Adv 1,0,25,1,0,1,0,0,6,0,0,0,0,0,1,4,0,0,0,0,0,12,0
22,22-015,Southpointe Community Centre - Adv 2,0,383,1,1,22,0,2,44,1,1,0,0,1,5,93,1,1,0,1,1,208,0
22,22-016,Rideauview Community Centre - Adv 2,0,275,0,0,15,0,1,21,0,0,0,0,0,17,88,0,0,0,1,1,131,0
22,22-017,Fred G. Barrett Arena - Adv 2,0,98,0,1,7,0,2,10,0,1,0,0,0,6,28,0,0,0,0,1,42,0
23,23-001,Ecole catholique Roger Saint-Denis,2481,965,2,3,173,2,1,68,1,0,0,0,0,23,197,2,1,0,4,5,481,2
23,23-002,Kanata Baptist Church,2988,1080,4,2,153,3,1,93,0,2,0,0,0,39,246,1,0,1,9,0,525,1
23,23-003,Holy Trinity Catholic High School,3554,1414,1,0,185,0,0,121,0,1,1,0,0,57,380,0,1,1,8,7,646,5
23,23-004,Empress Kanata Retirement Residence,67,31,1,0,1,0,0,5,0,1,0,0,0,0,9,0,1,0,0,0,13,0
23,23-005,Garden Terrace Long Term Care,144,32,0,0,1,1,1,1,0,0,0,0,0,1,10,0,0,1,0,0,16,0
23,23-006,Glen Cairn Community Centre,3813,1490,3,1,183,6,0,166,0,1,0,1,0,55,423,2,4,0,12,3,628,2
23,23-007,Kanata Retirement Residence,92,61,0,0,0,0,2,9,0,1,0,0,0,0,15,0,0,1,0,0,33,0
23,23-008,Glen Cairn United Church,2861,1178,2,4,133,1,1,138,2,2,1,1,0,47,308,1,3,2,2,1,528,1
23,23-009,St. James Catholic School,2711,992,2,3,115,1,1,85,1,0,0,0,1,27,263,0,2,0,6,2,483,0
23,23-010,W.O. Mitchell Elementary School,3212,1487,0,3,183,3,2,125,0,3,0,1,0,26,446,0,3,0,5,5,680,2
23,23-011,Stonehaven Manor Retirement Residence,88,71,1,0,7,1,0,6,1,0,0,0,0,0,18,0,0,0,0,1,36,0
23,23-012,Eva James Memorial Recreation Centre,3195,1381,1,5,187,1,3,117,1,6,0,1,0,39,392,1,2,2,2,1,617,3
23,23-013,Ecole elementaire Elisabeth-Bruyere,2106,896,3,0,106,1,2,55,0,0,0,1,1,21,229,0,0,0,1,3,471,2
23,23-014,St. Anne Catholic School,2798,1075,3,5,100,3,2,77,0,1,1,0,0,40,285,3,2,2,4,7,538,2
23,23-015,Bridlewood Church of the Nazarene,299,142,0,0,11,1,0,11,0,1,0,0,0,3,50,0,0,0,4,1,59,1
23,23-016,Fairfield Manor - Adv 2,0,13,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,1,0,3,0
23,23-017,Bridlewood Trails Retirement - Adv 2,0,34,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,18,0
23,23-018,Eva James Memorial R.C. - Adv 1,0,682,3,0,36,0,1,158,0,0,0,0,0,18,194,2,0,0,1,1,268,0
23,23-019,Glen Cairn Community Centre - Adv 2,0,994,3,0,72,0,1,109,0,1,0,0,0,35,313,2,0,0,4,1,452,1
3,03-001,Cedarview Middle School,3197,1295,4,2,146,1,4,120,0,2,0,0,0,34,382,2,1,0,5,2,586,4
3,03-002,St. Patrick Catholic School,2867,1047,1,1,118,0,2,129,2,1,0,0,0,28,273,0,1,0,6,4,478,3
3,03-003,St. Elizabeth Ann Seton Catholic School,3756,1566,2,2,138,0,1,170,1,1,0,0,1,36,420,0,3,0,7,6,776,2
3,03-004,John McCrae Secondary School,3477,1248,4,1,161,1,2,160,0,2,1,1,1,55,292,2,1,1,3,2,556,2
3,03-005,St. Luke Catholic School ,3319,1201,4,4,112,0,0,126,2,2,1,1,0,37,315,3,0,1,7,5,580,1
3,03-006,Haven Baptist Church ,1768,722,2,2,78,1,0,72,0,1,0,0,0,32,203,1,2,0,2,3,322,1
3,03-007,Ottawa Christian School,2867,976,6,1,101,0,2,81,1,1,2,0,0,30,300,0,2,1,2,3,443,0
3,03-008,Barrhaven United Church ,2012,640,6,0,82,0,3,77,1,1,0,0,0,19,163,4,1,0,4,3,275,1
3,03-009,Barrhaven Manor,90,39,0,0,1,0,1,8,0,1,0,0,0,0,11,0,0,0,0,0,17,0
3,03-010,Mother Teresa Catholic School,3410,1208,4,3,139,2,2,100,2,1,0,0,0,37,281,0,2,0,4,3,627,1
3,03-011,Longfields Manor,114,22,0,0,1,0,1,4,0,0,0,0,0,0,8,0,0,0,0,0,8,0
3,03-012,Ecole publique Michaelle-Jean,3119,1172,3,11,109,0,1,93,0,1,0,1,1,41,287,2,1,0,1,8,609,3
3,03-013,Pierre Elliot Trudeau School - Adv 1,0,460,0,2,23,0,2,67,0,1,0,0,0,8,97,0,1,1,1,2,255,0
3,03-014,Walter Baker Sports Centre - Adv 2,0,932,0,3,58,1,5,98,1,0,0,0,0,37,303,0,5,0,4,5,411,1
4,04-001,Jack Donohue Public School,1918,695,2,7,70,3,1,44,0,0,0,0,0,8,176,1,1,0,5,1,374,2
4,04-002,St. John's Anglican Church,3626,1217,4,10,174,2,2,78,2,3,0,0,0,29,343,2,2,0,3,8,554,1
4,04-003,Ecole elementaire publique Kanata ,2074,754,6,0,106,2,0,52,4,2,3,0,0,17,194,2,0,0,5,3,358,0
4,04-004,Chartwell Kanata Retirement Residence ,69,45,0,0,0,0,0,3,1,0,0,0,0,0,8,0,0,0,0,0,33,0
4,04-005,All Saints Catholic High School,3776,1502,2,1,176,1,2,108,3,1,0,0,1,30,428,3,1,0,7,10,723,5
4,04-006,Walden Village Retirement Residence ,69,41,0,0,4,0,0,1,1,0,0,0,0,0,9,0,0,1,0,0,25,0
4,04-007,W. Erskine Johnston Public School ,3084,1359,1,4,236,2,1,97,0,0,0,0,2,26,353,0,2,0,6,3,623,3
4,04-008,Stephen Leacock Public School,3469,1307,1,0,207,0,3,85,0,0,0,1,0,36,352,0,0,0,3,8,611,0
4,04-009,Forest Hill Residence,145,29,2,1,0,1,0,3,1,1,0,0,0,2,8,0,0,0,0,0,10,0
4,04-010,Earl of March Secondary School,2721,968,1,0,145,1,1,54,0,1,0,0,0,18,236,0,0,0,2,6,502,1
4,04-011,Park Ridge Place - Adv 2,0,264,0,0,21,0,1,22,0,0,0,0,0,11,95,0,1,0,1,0,112,0
4,04-012,Royalton Retirement Residence - Adv 2,0,47,0,0,5,0,0,2,0,0,0,0,0,2,23,0,0,0,0,0,15,0
4,04-013,Atriums Apartments - Adv 2,0,144,0,0,9,1,0,18,0,0,0,0,0,6,49,1,0,0,0,1,59,0
4,04-014,Earl of March Secondary School - Adv 1,0,545,2,0,37,0,3,85,0,1,0,1,0,11,156,0,0,1,1,2,244,1
4,04-015,St. John's Anglican Church - Adv 2,0,564,2,0,32,1,0,52,0,0,0,0,0,13,182,1,1,1,2,2,273,2
5,05-001,Constance Buckham's Bay Community Centre,2260,913,1,0,131,0,1,106,1,1,0,0,0,36,309,1,3,0,5,2,315,1
5,05-002,West Carleton Secondary School,2289,931,2,1,121,0,0,97,0,0,0,0,0,33,321,0,1,1,4,5,341,4
5,05-003,St. Isidore Catholic School,2579,1025,0,2,118,1,0,108,0,2,0,0,0,43,355,0,1,0,2,4,388,1
5,05-004,Fitzroy Harbour Community Centre,2406,962,1,1,116,0,1,107,0,1,0,0,1,37,353,0,1,0,4,5,332,2
5,05-005,Kinburn Community Centre,2250,894,2,0,114,1,1,86,0,2,1,1,0,36,353,0,1,1,4,3,288,0
5,05-006,Carp Agricultural Hall,3097,1249,0,0,163,0,0,125,1,0,0,0,0,35,504,0,1,1,1,2,416,0
5,05-007,St. Michael Catholic School (Corkery) ,2858,1101,0,1,129,0,3,108,0,1,1,0,0,47,434,1,5,0,5,6,360,0
5,05-008,Constance Buckham's Bay C.C. - Adv 1,0,123,0,0,11,0,2,29,0,0,0,0,0,3,41,0,0,0,0,0,37,0
5,05-009,Kinburn Community Centre - Adv 1,0,131,0,0,12,0,0,26,0,0,0,0,0,3,57,0,0,0,2,0,31,0
5,05-010,St. Michael Catholic School (Corkery) - Adv 1,0,148,0,0,12,0,1,42,0,1,0,0,0,4,54,0,0,0,0,0,34,0
5,05-011,Fitzroy Harbour Community Centre - Adv 2,0,227,0,0,15,0,1,38,0,0,0,0,0,1,96,0,0,0,0,0,76,0
5,05-012,Carp Agricultural Hall - Adv 2,0,398,0,0,16,0,0,37,1,0,0,0,0,19,195,0,0,0,1,1,128,0
6,06-001,A. Lorne Cassidy Elementary School,3592,1389,2,0,146,0,1,85,0,0,0,0,1,43,499,1,2,0,4,4,601,0
6,06-002,Holy Spirit Elementary School ,3610,1415,0,1,149,1,0,99,0,0,0,0,0,56,535,1,1,3,4,4,559,2
6,06-003,Stittsville Villa Manor,63,71,0,0,4,0,0,5,0,2,1,0,0,1,29,0,1,0,1,0,27,0
6,06-004,Stittsville Community Centre,2007,748,1,0,89,0,0,61,0,1,0,0,0,28,261,2,1,0,2,0,301,1
6,06-005,Guardian Angels Catholic School ,2762,1101,1,5,120,0,3,90,0,1,1,0,0,43,354,2,1,0,3,2,473,2
6,06-006,Granite Ridge,189,38,0,0,2,0,1,2,0,0,0,0,0,0,15,0,0,1,0,0,17,0
6,06-007,Goulbourn Recreation Complex,2686,1030,0,0,100,0,1,66,0,0,0,0,1,30,391,1,0,0,11,1,426,2
6,06-008,Jean Paul II Catholic Elementary School,2561,746,4,1,93,0,0,67,1,3,0,1,0,14,228,2,1,0,4,2,325,0
6,06-009,Stittsville Community Centre - Adv 1,0,494,0,0,23,0,0,99,1,0,0,0,0,15,176,0,0,1,1,1,177,0
6,06-010,Goulbourn Recreation Centre - Adv 2,0,867,1,0,45,0,3,90,0,1,0,0,0,35,396,1,0,1,3,1,289,1
7,07-001,Villa Lucia,647,306,0,0,42,0,0,33,1,0,0,0,0,9,108,0,0,0,0,3,110,0
7,07-002,Riverpark Place,1177,648,0,1,93,0,0,88,1,2,0,0,0,13,133,0,0,0,2,2,311,2
7,07-003,Maki Community Centre ,1389,744,2,0,80,0,1,86,3,1,0,0,0,18,172,0,1,0,2,0,377,1
7,07-004,Lakeview Public School,108,64,0,0,4,0,0,7,0,0,0,0,0,0,16,0,0,0,1,1,34,1
7,07-005,Bayshore Catholic Elementary School,2210,578,4,13,60,2,2,48,1,0,1,0,1,10,108,2,0,0,0,8,318,0
7,07-006,Dr. F.J. McDonald Catholic School ,1252,441,1,7,81,1,1,26,0,4,0,0,1,8,79,0,2,0,2,2,226,0
7,07-007,Michele Heights Community Centre ,1801,438,1,1,71,1,1,34,0,0,0,0,0,10,64,0,0,1,8,6,240,0
7,07-008,Foster Farm Community Centre,2371,696,5,27,82,4,4,48,0,2,2,1,1,8,126,2,1,0,5,6,372,0
7,07-009,Ron Kolbus Lakeside Centre ,1686,653,0,0,149,0,1,46,1,0,0,1,2,13,119,0,0,0,3,5,313,0
7,07-010,Regina Street Public School,2771,591,0,1,112,3,0,43,1,3,1,0,1,9,120,0,0,0,5,6,284,2
7,07-011,Severn Avenue Public School ,2426,1112,2,0,223,1,1,89,0,1,0,0,0,22,253,1,0,1,4,8,504,2
7,07-012,Sterling Place,69,37,0,0,3,0,0,7,0,0,0,0,0,2,8,0,0,0,1,0,16,0
7,07-013,Our Lady of Fatima Church ,3169,722,1,0,142,0,0,62,0,2,0,0,1,16,136,0,2,0,9,3,347,1
7,07-014,Woodroffe Avenue Public School ,1548,701,2,3,124,0,1,32,1,0,0,1,0,6,120,0,1,0,1,3,406,0
7,07-015,Bromley Road Baptist Church ,2033,703,0,1,124,0,0,36,0,0,0,1,0,13,120,0,0,0,2,2,404,0
7,07-016,New Orchard Lodge,93,25,0,0,1,1,1,3,1,1,0,2,0,2,4,0,0,0,0,1,8,0
7,07-017,Central Park Lodge 1 2,145,58,0,0,3,0,0,11,1,0,0,0,0,1,7,0,0,0,0,0,34,1
7,07-018,Carlingview Manor,274,42,0,0,0,0,1,3,0,0,0,0,0,1,8,0,1,0,0,0,28,0
7,07-019,Woodroffe High School,1212,526,0,1,79,0,1,32,1,0,0,0,0,9,132,0,0,0,0,3,268,0
7,07-020,D. Roy Kennedy Public School,2147,988,7,3,167,1,2,66,1,0,2,0,0,17,258,0,1,1,1,3,456,2
7,07-021,The Fairview Apartments - Adv 2,0,57,0,0,5,0,3,4,1,0,1,0,0,2,13,0,1,0,0,2,25,0
7,07-022,Essex Apartments - Adv 2,0,57,0,0,3,0,0,2,1,0,0,0,0,2,10,0,0,1,3,0,34,1
7,07-023,C. C. C. #8 - Adv 2,0,146,0,0,6,0,0,20,0,1,0,0,0,6,47,0,1,0,3,0,62,0
7,07-024,Commodore's Quay - Adv 2,0,65,1,0,3,0,0,13,0,0,0,0,0,2,17,0,0,0,0,0,29,0
7,07-025,Richmond Heights Apartments - Adv 2,0,177,1,0,16,0,1,23,0,0,0,0,0,3,44,1,1,1,0,2,84,0
7,07-026,Marina Bay Apartments - Adv 2,0,161,1,1,10,0,0,9,1,0,0,0,0,5,39,0,1,0,1,3,89,1
7,07-027,The Conservatory Apartments - Adv 2,0,185,0,2,13,0,1,14,1,0,0,0,0,4,68,0,0,0,5,2,75,0
7,07-028,Britannia Condominiums - Adv 2,0,166,0,0,18,1,1,6,1,0,0,0,0,4,55,0,0,0,2,0,76,2
7,07-029,Richmond Park Square Apartments - Adv 2,0,224,1,0,13,0,0,19,0,1,0,0,0,8,56,0,1,0,0,2,123,0
7,07-030,Lincoln Park Towers - Adv 2,0,57,1,0,4,1,1,3,1,0,0,0,0,2,17,1,0,0,0,0,26,0
7,07-031,Regina Towers - Adv 2,0,102,2,1,1,1,1,11,0,0,0,0,0,3,12,0,1,0,1,0,68,0
7,07-032,Northwest One Aprts. (265 Poulin) - Adv 2,0,170,1,0,16,1,1,18,0,0,1,0,0,7,35,0,0,0,2,2,85,1
7,07-033,Northwest One Aprts. (2625 Regina) - Adv 2,0,151,1,0,12,1,0,14,0,1,0,0,0,3,37,0,0,0,2,1,79,0
7,07-034,Voyageur Apartments - Adv 2,0,62,0,0,1,0,1,9,0,0,0,0,0,3,15,0,0,0,0,0,33,0
7,07-035,Halcyon Apartments - Adv 2,0,139,0,0,7,0,0,12,0,0,0,0,0,3,55,0,0,0,0,1,61,0
7,07-036,Park West Apartments - Adv 2,0,94,0,1,11,0,0,11,0,0,0,0,0,2,18,0,0,0,0,1,50,0
7,07-037,McEwen Terrace Apartments - Adv 2,0,96,1,0,3,0,2,9,0,0,0,0,0,2,15,0,0,1,1,3,58,1
7,07-038,Park Place Apartments - Adv 2,0,145,0,0,24,0,1,21,0,0,0,0,0,6,33,0,0,0,0,1,59,0
7,07-039,River Park Terrace - Adv 2,0,28,0,0,1,0,1,7,0,0,0,0,0,2,4,0,0,0,2,0,11,0
7,07-040,Ambleside III Apartments - Adv 2,0,111,0,0,7,0,1,9,0,0,0,0,1,3,32,0,0,0,0,1,57,0
7,07-041,Ambleside I Apartments - Adv 2,0,224,0,0,24,1,3,17,0,0,0,0,1,5,57,0,0,1,2,1,111,1
7,07-042,Ambleside II Apartments - Adv 2,0,243,0,1,17,0,0,21,0,0,0,0,0,10,78,0,0,0,0,1,115,0
7,07-043,Saville Apartments - Adv 2,0,173,0,0,8,0,1,13,1,0,0,0,0,6,43,0,0,1,1,4,95,0
7,07-044,Somerset Towers Apartments - Adv 2,0,186,1,0,27,0,1,16,0,1,0,1,0,4,40,0,0,0,3,0,92,0
7,07-045,Bromley Square Apartments - Adv 2,0,66,0,0,8,0,0,9,0,0,0,0,0,2,14,0,0,0,1,0,32,0
7,07-046,Edgeworth Apartments - Adv 2,0,49,0,0,11,0,0,9,0,0,0,0,0,3,10,0,1,0,1,0,14,0
7,07-047,Bayshore Catholic School - Adv 1,0,584,2,3,52,1,2,71,0,1,0,1,0,5,133,0,1,1,5,5,301,0
7,07-048,St. Paul's Presbyterian Church - Adv 2,0,536,1,2,49,0,0,46,0,0,0,0,0,6,142,1,0,0,2,2,285,0
8,08-001,Grant Alternative School,1540,733,2,0,81,0,0,63,0,0,0,0,0,12,233,0,0,0,1,0,340,1
8,08-002,St. Paul Catholic High School,1804,555,2,1,83,0,0,47,1,1,0,3,1,8,115,0,1,1,5,3,283,0
8,08-003,Pinecrest Recreation Complex,3298,1244,6,8,167,1,0,97,0,2,0,0,0,35,323,1,2,0,10,9,579,4
8,08-004,West End Villa,233,71,1,2,5,0,4,2,0,1,0,0,1,1,21,0,0,0,1,0,29,3
8,08-005,Trinity United Church,3637,1318,4,1,233,1,2,82,1,0,1,1,0,34,286,1,1,2,4,6,657,1
8,08-006,Extendicare Medex,180,29,1,1,1,0,0,3,0,0,0,0,0,2,10,0,0,1,0,0,10,0
8,08-007,Ecole elementaire Charlotte-Lemieux,2344,924,1,1,128,0,3,72,0,0,0,0,0,24,200,2,1,1,3,7,481,0
8,08-008,Leslie Park Public School,2364,801,0,0,104,0,1,66,0,3,0,0,0,23,184,0,1,0,4,3,412,0
8,08-009,Briargreen Public School,1292,659,1,2,109,0,2,56,1,0,0,0,0,17,167,1,0,0,1,1,301,0
8,08-010,Bethany Baptist Church,1482,445,0,0,37,0,0,29,0,0,0,0,0,7,117,1,2,0,1,4,246,1
8,08-011,Sir Guy Carleton High School,3948,1469,3,2,194,2,2,102,2,1,2,0,1,35,398,1,1,1,4,5,712,1
8,08-012,Crystal View Lodge,123,81,0,0,7,0,0,11,0,0,0,1,0,0,20,0,1,0,1,0,40,0
8,08-013,Peter D. Clark Long-Term Care Home,54,20,1,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0
8,08-014,Aventura II,675,119,0,0,21,0,0,14,0,0,0,1,0,2,19,1,0,0,1,1,59,0
8,08-015,St. Gregory Catholic School,2760,1275,6,1,143,3,1,123,1,0,0,1,0,24,352,2,0,1,2,9,605,1
8,08-016,Elizabeth Wyn Wood School,1732,726,3,2,86,0,1,83,0,1,0,0,0,22,170,1,3,0,3,7,344,0
8,08-017,Extendicare Starwood,172,24,0,0,2,1,1,0,0,1,1,0,0,0,6,0,0,1,0,0,11,0
8,08-018,Meadowlands Public School,1420,562,3,0,58,0,0,73,0,0,0,2,0,17,156,0,2,0,1,2,245,3
8,08-019,Queensway Carleton Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,08-020,Silver Spring Farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,08-021,Lynwood Park Lodge Retirement Residence,128,91,0,0,4,0,0,20,0,0,0,0,1,1,24,0,0,0,1,0,40,0
8,08-022,Thorncliffe Place Retirement Home,54,26,0,1,0,0,0,5,0,0,0,0,0,1,6,0,0,0,0,0,13,0
8,08-023,Our Lady of Peace Catholic School,2099,821,1,2,128,1,0,116,0,1,0,0,0,23,224,0,2,0,7,6,309,1
8,08-024,Robertson House Retirement Residence,68,31,0,0,5,0,0,5,0,0,0,0,0,0,4,0,1,0,1,0,15,0
8,08-025,College catholique Franco-Ouest,3277,1062,0,4,188,1,1,105,0,0,2,1,0,25,245,1,4,0,6,10,467,2
8,08-026,D. Aubrey Moodie Intermediate School,1806,848,0,1,133,1,1,113,1,0,0,0,0,23,224,1,0,0,1,2,346,1
8,08-027,Stillwater Creek Retirement Community,188,127,0,0,32,0,0,9,0,0,0,0,0,2,37,0,1,0,0,0,45,1
8,08-028,The Redwoods Retirement Residence,167,107,0,1,14,0,1,14,0,0,0,0,0,1,25,0,0,0,1,0,50,0
8,08-029,Manor Gardens Apartments - Adv 2,0,141,0,1,10,1,0,23,0,0,0,0,0,2,42,1,0,0,0,0,61,0
8,08-030,Manor House Apartments - Adv 2,0,154,0,0,10,0,0,19,0,0,0,0,0,1,65,0,0,0,0,0,59,0
8,08-031,Manor Square Apartments - Adv 2,0,143,0,0,8,0,1,14,0,0,0,0,0,1,43,0,2,0,0,0,74,0
8,08-032,Sophia I Apartments - Adv 2,0,118,1,0,14,0,0,17,0,0,0,0,0,1,31,0,0,0,0,0,54,0
8,08-033,Sophia II Apartments - Adv 2,0,68,0,0,5,0,0,13,0,0,0,0,0,1,17,0,0,0,0,0,32,0
8,08-034,Valley Stream Manor - Adv 2,0,23,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,2,1,8,0
8,08-035,Pinecrest Recreation Complex - Adv 1,0,476,0,0,23,0,0,95,0,1,0,0,0,0,113,0,1,0,2,2,239,0
8,08-036,D. Aubrey Moodie Inter. School - Adv 1,0,172,0,0,13,0,0,41,0,0,0,0,0,5,50,0,0,0,2,0,61,0
8,08-037,Pinecrest Recreation Complex - Adv 2,0,755,3,1,43,0,0,73,0,1,0,0,0,24,246,0,2,0,2,4,355,1
8,08-038,College catholique Franco-Ouest - Adv 2,0,192,1,0,22,1,0,21,0,2,0,0,0,4,62,0,0,0,1,1,77,0
9,09-001,Greenbank Middle School,3957,1714,3,4,254,4,2,163,0,2,1,0,1,30,475,2,2,0,6,5,757,3
9,09-002,Sir Robert Borden High School,2749,1036,1,4,129,2,1,102,0,0,0,1,1,27,316,2,0,0,2,0,445,3
9,09-003,Pope John XXIII Catholic School,1211,555,0,2,71,2,0,65,0,0,0,0,0,17,161,0,0,0,0,2,234,1
9,09-004,Manordale Public School,2258,715,2,2,86,0,1,93,1,0,2,0,1,15,215,1,5,0,5,3,281,2
9,09-005,Confederation Education Centre,3392,1023,0,4,127,1,0,105,0,0,0,0,4,35,262,1,2,1,5,6,468,2
9,09-006,Villa Marconi,87,15,2,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,5,0
9,09-007,Parkwood Presbyterian Church,2335,953,5,1,151,2,1,66,2,1,0,2,0,20,234,0,0,0,4,2,462,0
9,09-008,Calvin Christian Reformed Church,2439,967,7,6,134,1,2,78,1,4,0,0,0,17,247,3,3,0,5,8,451,0
9,09-009,St. Mark's Anglican Church,1765,666,1,11,100,0,2,48,2,1,0,0,0,22,158,3,3,0,2,5,308,0
9,09-010,Ecole secondaire publique Omer-Deslauriers,1745,768,2,0,81,0,0,45,1,0,0,0,1,23,188,0,1,0,0,2,422,2
9,09-011,Frank Ryan Catholic Snr. Elementary School,2705,939,3,11,136,1,3,114,1,2,0,0,0,32,222,0,2,0,7,7,395,3
9,09-012,The Metropolitan Church,3201,1247,4,2,198,1,0,104,1,0,1,0,0,31,332,0,0,0,4,4,564,1
9,09-013,Medhurst Apartments - Adv 2,0,61,0,0,6,0,2,6,1,0,0,0,0,0,17,0,0,0,0,0,29,0
9,09-014,Horizon House - Adv 2,0,67,0,0,7,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,28,0
9,09-015,Chesterton Towers - Adv 2,0,127,3,0,10,0,1,20,0,0,0,0,0,2,32,0,0,0,0,0,59,0
9,09-016,West Park Condominiums - Adv 2,0,153,0,0,7,1,1,27,0,0,0,0,0,3,52,0,0,0,1,0,60,1
9,09-017,The Ravines Retirement Residence - Adv 2,0,45,0,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,0,1,18,0
9,09-018,Sir Robert Borden High School - Adv 1,0,328,0,0,21,1,0,63,1,0,0,0,0,10,64,0,1,0,0,1,166,0
9,09-019,Calvin Christian Reformed Church - Adv 1,0,258,0,0,14,0,1,62,0,0,0,0,0,2,63,0,0,0,0,0,116,0
9,09-020,Confederation Education Centre - Adv 2,0,632,0,0,51,1,0,100,0,1,0,0,0,15,186,2,1,0,2,1,272,0